id,created_at,text
677354013294125057,2015-12-17 05:05:56,Couldn't agree more - https://t.co/c8lmP8EE71
677351234781728768,2015-12-17 04:54:53,School Attacks in Pakistan - https://t.co/UCn9qlhE3o @rana_usman
677342033577533440,2015-12-17 04:18:19,Done - https://t.co/1wQXAitT5Z
677334054585303041,2015-12-17 03:46:37,Reading now .... https://t.co/rgSOhyBQCj
677295119255515136,2015-12-17 01:11:54,"RT @PakUSAlumni: #ExchangesAre adding value to the work of activists by empowering them to empower others. Dr. Perveen, LFP 2011 https://t.…"
677294932835631106,2015-12-17 01:11:10,Reading ... https://t.co/IcmJ4edt3F
676983808713977856,2015-12-16 04:34:52,"November 29, 1968. It's shocking to see America at the same place after 47 years :-( https://t.co/oPFiK5GmH5"
676956952908464128,2015-12-16 02:48:09,"JDMS Special Issue on Data Sciences and Predictive Analytics for Counter-Terrorism, deadline is Jan 30, 2016 - https://t.co/3lGzU8voqS"
676883168444616704,2015-12-15 21:54:57,دشمن کے بچوں کو پڑھانے کے چکّر میں اپنے بچوں کے اسکول بند کرنا کہاں کی عقلمندی ہے ؟ #APSMartyrs #APSAttack #APS
676796562404675585,2015-12-15 16:10:49,Big Data against ISIS - https://t.co/NzVAmEJMHU @KirkDBorne
676603335550570496,2015-12-15 03:23:00,A very good article to read - Eisenhower Box - https://t.co/rG0O1JhGZx
676522427417944064,2015-12-14 22:01:30,Reading ... https://t.co/AKneIaBn8B
675757447022313474,2015-12-12 19:21:44,The oscillation between the regrets of the past and the worries of the future is called Stress.
675749122767499264,2015-12-12 18:48:40,"At the start of one of the meditation exercises, the instructor told me to repeat this:

1. I Am Nothing
2. I Do... https://t.co/VFe90DNHNQ"
675721611446743040,2015-12-12 16:59:21,Done - https://t.co/S6cxymIGF4 https://t.co/l9gDGKCH49
675080936757837824,2015-12-10 22:33:32,@YawarSamir zeeshan@predictify.me
674437459179016192,2015-12-09 03:56:35,And Reading ... https://t.co/vjhM37IAPj
674308280232079360,2015-12-08 19:23:16,Reading ... https://t.co/mf4QOHXHZX
674298937537388544,2015-12-08 18:46:09,https://t.co/laxlhWQuzN
674250701975998464,2015-12-08 15:34:28,Please vote for Lettuce Bee Kids -... https://t.co/PisuqcMMPW
674026267176472576,2015-12-08 00:42:39,Reading Now https://t.co/fFZb8hq1Jn
673947480560640000,2015-12-07 19:29:35,Now Reading ... https://t.co/e91I3qhCn0
673627816278257672,2015-12-06 22:19:21,"""People who meant to fly always have hard time walking."" - Zeeshan Usmani"
673524201777528835,2015-12-06 15:27:37,Nanga Bhikari - https://t.co/VPUVCCJGkB
672989769824083968,2015-12-05 04:03:59,Reading ... https://t.co/KQ7NxEAPBv
672490393431183360,2015-12-03 18:59:38,Reading ... https://t.co/oDmxVHbdbI
672446825446658048,2015-12-03 16:06:31,Khoj - 14 - https://t.co/0NEPDobjlq https://t.co/Fs4Yd4KaUM
672224744347930624,2015-12-03 01:24:03,"فارغ نہ جانئے مجھے مصروف جنگ ہوں 
اس چپ سے جو کلام سے اگے نکل گئی"
672090720619008001,2015-12-02 16:31:29,"RT @IDGMediaPk: | @PredictifyMe : A Peek into the Futurescape of Big Data – Dr. Usmani &amp; Rob Burns Speak to IDG | @zeeshanusmani 
https://t…"
671869413767979009,2015-12-02 01:52:05,"Done, Alhamdolillah - https://t.co/RZNCUkq4sW https://t.co/DHGxoveFNy"
671824275670736896,2015-12-01 22:52:43,نوراں کنجری https://t.co/9z5bCbCkJK
671796365295423488,2015-12-01 21:01:49,Reading ... https://t.co/oKKU5WTE9t
671504318823014400,2015-12-01 01:41:20,Reading ... https://t.co/GgQqX0BCBq
671452992537804801,2015-11-30 22:17:23,Tareekh-e-Pakistan - https://t.co/KBjbSOmgNv
671338384711933952,2015-11-30 14:41:58,Our recent interview at IDG - https://t.co/IfYOirgdQy
671320195240173568,2015-11-30 13:29:41,Reading ... https://t.co/EFf1mqJLps
671157658515324928,2015-11-30 02:43:49,Reading ... https://t.co/XiN8xnDM93
671086743538544640,2015-11-29 22:02:02,آدمی کو ہمیشہ سچ بولنا چاہیے کیوںکہ جھوٹے آدمی کے لئے بولا جانے والا جھوٹ بھی سچ لگتا ہے
670996739705450496,2015-11-29 16:04:23,Harf-e-Kun - https://t.co/4MeEZPllzM https://t.co/gkuQbSw15n
670432435679731712,2015-11-28 02:42:03,Khoj - Episode 13 - https://t.co/9kNZO1Ir7o https://t.co/XMfuOJIJIg
670402268076883969,2015-11-28 00:42:10,Awesome read. Very lengthy though ... https://t.co/Loti7inA40
669947289935478786,2015-11-26 18:34:15,Reading ... https://t.co/cTwTLzRFVe
669874712353366016,2015-11-26 13:45:51,Very good effort https://t.co/WBfCuLEmaT
669740366107705344,2015-11-26 04:52:01,Speechless :-( https://t.co/FHjl2QtF3v
669706855984312320,2015-11-26 02:38:51,Reading ... https://t.co/ufaFim2nwh
669605272579624961,2015-11-25 19:55:12,Received my challenge coin today. https://t.co/Mf8KllHJDv
669572763540135936,2015-11-25 17:46:01,Reading ... https://t.co/C6VqVKbHGa
669539978251137025,2015-11-25 15:35:44,Reading ... https://t.co/y4wjzA6Kli
668837128630099968,2015-11-23 17:02:52,"My first novel is published, I hope you will enjoy reading it - https://t.co/BjQ2Ks0pPn"
668836808231403521,2015-11-23 17:01:36,"My first novel is published, I hope you will enjoy reading it -... https://t.co/4ARAmunmRN"
668518107342897154,2015-11-22 19:55:11,Beautiful Dakkani Urdu - Nai Bole to Sunte Nai - Dedicated to Binish Bhagwanee -... https://t.co/6XjU5iWm1E
668500606869446657,2015-11-22 18:45:39,My new article in Express - https://t.co/DY61a1z1j0
668251204829454336,2015-11-22 02:14:37,Burning the night in reading ... Very good book. https://t.co/65iVziCS9Z
668193840843505664,2015-11-21 22:26:40,"بس اتنی شرمندگی باقی رہی 
جانے کتنی بندگی باقی رہی"
667438205935951872,2015-11-19 20:24:03,Mobile Health in South Miami https://t.co/Tihc9Mujip
667371770207432704,2015-11-19 16:00:03,Meeting with two Brilliant Minds - Shahid Mahmud of Interactive Group and Shariq Yusufzai of Chevron. #GNFWOMEN https://t.co/58A2nh1aqb
667371223614152704,2015-11-19 15:57:53,Diamon Budha https://t.co/KDhMgfWwIw
667325830553600000,2015-11-19 12:57:30,RT @PakUSAlumni: #TBT: Pic from the first activity of @LettuceBeeKids funded by #PUAN working on reintegration of street children https://t…
667147992722448389,2015-11-19 01:10:51,That's Miami https://t.co/Qlsm7qmImS
667083966827008000,2015-11-18 20:56:26,https://t.co/VHOlcXYeV0
666989727288057856,2015-11-18 14:41:57,Farzana Yaqoob from Kashmir is taking over the stage :-) #GNFWOMEN https://t.co/bl7AvyNIv3
666977771143503873,2015-11-18 13:54:27,Victoria Budson Executive Director Harvard University JFK School of Government #GNFWOMEN https://t.co/FX6N3sjO1U
666764516131127303,2015-11-17 23:47:03,Listening to Phumzile Mlambo Ngcuka. UN Under Secretary General and Executive Director of UN Women #GNFWOMEN https://t.co/C1IPMYeN4A
666274578579234818,2015-11-16 15:20:12,@joeloyo sure zeeshan@predictify.me
666274204023726080,2015-11-16 15:18:43,Safer with Data - Our Interview in Army Technology - https://t.co/JMaO2fgZpD
665312522128326656,2015-11-13 23:37:20,"""Power Corrupts, PowerPoint Corrupts Absolutely."" ~ Edward Tufte"
665277740271206402,2015-11-13 21:19:08,Wonderful read. If you have any ideas on how to use it for open datasets. Let's talk -... https://t.co/UjX7MOXMKt
664867750704214016,2015-11-12 18:09:59,Adhooray Mard - Poori Oraten - https://t.co/RZpcllm5TN
664552749179273216,2015-11-11 21:18:16,I posted a new photo to Facebook https://t.co/9R3vOW6ojA
664536849243766784,2015-11-11 20:15:06,"Raise like west coast, spend like east coast :-) https://t.co/3AVGcy3S2d"
664427115434127361,2015-11-11 12:59:03,Reading ... https://t.co/M6fy72r78s
664084523248914432,2015-11-10 14:17:43,Getting ready for PredictifyMe Board meeting. https://t.co/mMQ9sL0YYI
663663479069519872,2015-11-09 10:24:38,Ajzi - https://t.co/f3C5HZLCFB
662310771339239425,2015-11-05 16:49:27,"Me mentors advice - 
ہوئے مدفون دریا زیر دریا تیرنے والے 
طمانچے موج کے کھاتے تھے جو بن کر گوہر نکلے"
662198643684864001,2015-11-05 09:23:54,اب تو ملک میں حسد کے لائق لوگ بھی نہ بچے.
660792349933465600,2015-11-01 12:15:47,آج سمندر پر بارش ہوتی دیکھی ایسا لگا جیسے عالم پر علم برس رہا ہو
660283717714182144,2015-10-31 02:34:40,George De Lama. President Eisenhower Fellowship giving the opening speech at unConference Thailand https://t.co/PJ0kMhnAAn
659733554306256896,2015-10-29 14:08:31,The View when heart says Alhamdo Lillah https://t.co/KQIHUVXJgZ
659733553572261888,2015-10-29 14:08:31,The View when heart says Alhamdo Lillah https://t.co/T7uhcKxF2X
658534460367859712,2015-10-26 06:43:44,@awaisraad @Megilllah Thank you so much
658281037558996992,2015-10-25 13:56:44,Express Published my column on first page today - https://t.co/sxENdeoR4N https://t.co/rWE5Ppc9TR
657847179193618432,2015-10-24 09:12:44,"Customer Analytics, Done - https://t.co/5JdtSShr4L"
657846951631654912,2015-10-24 09:11:50,"Data Science in Real Life, Done - https://t.co/iCS2orNnFx"
657846798795407360,2015-10-24 09:11:13,"Managing Data Analysis, Done - https://t.co/HHZshlaYy1"
657846659456471040,2015-10-24 09:10:40,"Building a Data Science Team, Done - https://t.co/2NtQQehx5R"
657846409891180544,2015-10-24 09:09:40,"Crash Course in Data Sciences, Done - https://t.co/Mbyzqq2oJA"
657794914533531648,2015-10-24 05:45:03,Big hole in Big Data - https://t.co/DAENz3MJ8u
657792579170209792,2015-10-24 05:35:46,"قافلہ رہ گیا اک دشت بلا میں پیاسا 
جن کی میراث تھی کوثر انھیں پانی نہ ملا"
657492701592465408,2015-10-23 09:44:10,Ramen Profitable - https://t.co/G0wAIxL4xR
657433423263330304,2015-10-23 05:48:37,Very interesting - https://t.co/rqNaru2Zte
656508017765027840,2015-10-20 16:31:23,21 videos worth an MBA - Highly Recommended - https://t.co/vSFpmh8hhw
656506951497416704,2015-10-20 16:27:09,AWS in Plain English - https://t.co/Vr19VJnMdd
656506860627824640,2015-10-20 16:26:47,RT @LutzFinger: How to optimize the path to boost your Halloween yield! A hilarious #data &amp; #optimization exercise by @zeeshanusmani https:…
656337420560961536,2015-10-20 05:13:29,A course worth taking - https://t.co/ttbs1Ucx8R
656118576823205888,2015-10-19 14:43:53,Sherlock-Holmes of Big Data - https://t.co/0lQ487b4ca
656007093695057920,2015-10-19 07:20:53,"RT @ReallyRehan: Two Hours With @zeeshanusmani, the Sherlock Holmes of Suicide Bombings http://t.co/npdTxwAZL7 via @techjuicepk"
655807963681042432,2015-10-18 18:09:37,http://t.co/keeVdRLFln - http://t.co/5Ey9YWZpxW
655417838325268480,2015-10-17 16:19:24,Think like a Data Scientist - http://t.co/XXRE4gLIeY
655347306200338432,2015-10-17 11:39:08,GE Challenge - https://t.co/m2NPxa7aWl
655345949271691264,2015-10-17 11:33:44,Wonderful source of sample datasets - https://t.co/6rVTmS0oHh
655253304641871872,2015-10-17 05:25:36,وہ چیز جو بے سوال کردے ، لا جواب ہوتی ہے . ~ واصف الی واصف
655057084648550400,2015-10-16 16:25:54,Likhari - http://t.co/lXYlnRP692
655056873192710144,2015-10-16 16:25:03,Jahaz Ka Safar - http://t.co/tVMD5B6Gkj
655056770960764928,2015-10-16 16:24:39,Doosri Namaz - http://t.co/FQ9RT4ANYZ
655056131652325377,2015-10-16 16:22:06,Khuwabon Ke Sodagar - http://t.co/4jILl24kYr
655055972214280192,2015-10-16 16:21:28,Maholiati Aloodgi - http://t.co/zPpCHsQGuh
655055492868214784,2015-10-16 16:19:34,Molvi Sb - http://t.co/3AFAUR6ftq
655055365680160768,2015-10-16 16:19:04,Bada Admi - http://t.co/WGdn4t7Zfa
655055196783972352,2015-10-16 16:18:23,Qabuliat - http://t.co/ogDLvDJT2c
655055089250398209,2015-10-16 16:17:58,Gurya - http://t.co/1pHLi3Ekn3
655054976440336384,2015-10-16 16:17:31,Qabuliat - http://t.co/1pHLi3Ekn3
655053992465031169,2015-10-16 16:13:36,@nooruddinqur http://t.co/Zi6tvto7j1
655053813032742913,2015-10-16 16:12:53,Khoj 5 - http://t.co/UBsQav5MqE
655053537404055552,2015-10-16 16:11:48,Khoj 4 - http://t.co/rclrujVmmZ
655053388342685696,2015-10-16 16:11:12,Khoj 3 - http://t.co/5S4DjsokwW
655053232989847552,2015-10-16 16:10:35,Khoj 2 - http://t.co/Jgl2NL1WNh
655053031193489408,2015-10-16 16:09:47,Khoj - 1 - http://t.co/UAjZVnkThT
654350710671323136,2015-10-14 17:39:01,"آدمی آدمی گزیدہ ہے 
سانپ ڈستے نہیں ہیں سانپوں کو"
654205388011601920,2015-10-14 08:01:33,My new article - Likahri - http://t.co/lXYlnRP692 http://t.co/0E2QaA1oGu
654159303784329216,2015-10-14 04:58:26,@nooruddinqur Nope
653805292178681856,2015-10-13 05:31:43,Trick-or-Treat a Data Scientist - http://t.co/PxOsF5NLTC @KirkDBorne  @jtleek
653111913447063552,2015-10-11 07:36:29,Reading ... http://t.co/3QrPCkZ1Zu
650253293797683200,2015-10-03 10:17:21,Join me in Karachi this week! http://t.co/lUvwpUVqdA
650253188738752512,2015-10-03 10:16:55,@masood242 Agreed!
650252224971546624,2015-10-03 10:13:06,"فقیری سے زیادہ logical چیز دنیا میں کوئی نہیں .
Muhammad Haider Miraj​~"
649796569286483968,2015-10-02 04:02:29,Trick-or-Treat a Data Scientist http://t.co/PxOsF5wb24
649796094390607872,2015-10-02 04:00:36,دعا اس یقین کا نام ہے کے کوئی سن رہا ہے ، جیسے ہی یہ یقین پختہ ہوجاتا ہے ، دعا خودبخود شروع ہو جاتی ہے .
648322576209416192,2015-09-28 02:25:22,"""The one who has no enemies is not worth following."" ~ Zeeshan Usmani"
647942458941177859,2015-09-27 01:14:55,"Dr. Ajmal Niazi, Dr. Tariq Aziz and Dr. Salim Akhter, met three giants of Urdu in one day. Awesome  :-)"
646839781620625408,2015-09-24 00:13:16,Reading ... http://t.co/hQRHTgn12e
646506332271480832,2015-09-23 02:08:15,"Hadoop is the Donald Trump of Data Sciences, Big Claims, but when confronted with big questions, it goes Wishy-Washy :-)"
646505850627039232,2015-09-23 02:06:20,A very good read - نماز بندگی نہیں اظھار بندگی ہے - http://t.co/2fDS0ieQ6B http://t.co/AfoA8SaD5d
646501445794144257,2015-09-23 01:48:50,Reading at its peak due to Jetleg :-). http://t.co/0N4PUVegbC
645694117188513792,2015-09-20 20:20:48,The name of the Mexican handyman for the house is Jesus. I will show him the fixes and ask What Would Jesus Do?
645414571801464833,2015-09-20 01:49:59,Reading again http://t.co/UPFDTZzvRR
645262398140452864,2015-09-19 15:45:18,We are looking for talented Python Developer with 3-4 years’ experience. Applicant should be a strong team... http://t.co/eqHLkba1ct
645042252784398336,2015-09-19 01:10:32,What a wonderful read on classifiers - https://t.co/XtyTawwi0X http://t.co/e0cSSBBgUH
645037077143285760,2015-09-19 00:49:58,The Right Match: A Short Documentary - Wonderful example of integer programming to save lives -... http://t.co/14IBLkgNwQ
645037021904404480,2015-09-19 00:49:44,The Right Match: A Short Documentary - Wonderful example of integer programming to save lives - https://t.co/Nw8Ho6RKhf
644964095238737920,2015-09-18 19:59:57,Reading ... http://t.co/32bhAqbb4k
644737523147767808,2015-09-18 04:59:38,Proud of Lettuce Bee Kids - http://t.co/MCDijRj2bE http://t.co/mcxh1IuE7H
644737187989340160,2015-09-18 04:58:18,Proud of @LettuceBeeKids - http://t.co/MCDijRj2bE
644351489901764608,2015-09-17 03:25:41,http://t.co/pdcVrxryyk
644190984105013248,2015-09-16 16:47:53,Ok. Thanks
643485708850561024,2015-09-14 18:05:23,"Looking for full time Database Developer (ideally in Karachi), UI/UX Developer in Islamabad and Cloud Application... http://t.co/f8gBQSgD3W"
643257295237873664,2015-09-14 02:57:44,Reading ... http://t.co/jpuZwYCrHD
643238224928727040,2015-09-14 01:41:58,Agreed http://t.co/UK6VMcXwSG
643220232895643648,2015-09-14 00:30:28,@AhmedMehanti sure.  Zeeshan@predictify.me
642777409901694976,2015-09-12 19:10:51,RT @kzmawrid: Is it a coincidence that disaster fell in God's house when some Muslims refused to give shelter to others? God wants worship …
642505582113517568,2015-09-12 01:10:42,Khawabon Ke Sodagar - http://t.co/4jILl24kYr http://t.co/wziZSw46WE
642474937769299969,2015-09-11 23:08:56,If you keep fighting the monster you become a monster.  My message to my team to raise above politics :-)
642340642052513792,2015-09-11 14:15:17,School Bus Stop this morning. :-? http://t.co/hAeSkYdSjH
642004623277080576,2015-09-10 16:00:04,From Bedroom (3 steps) — traveling to bathroom
642004229339504640,2015-09-10 15:58:30,Now we are talking... http://t.co/RGy6NBtoOS
641083038005362688,2015-09-08 02:58:01,One Year Anniversary of PredictifyMe http://t.co/mvP490TI9f
640775967347183617,2015-09-07 06:37:50,Review on my book - http://t.co/VES3OwPzbj http://t.co/v9o58vOVFB
640752752969318400,2015-09-07 05:05:35,Earth has 428 trees per person - http://t.co/zd8Vw6Bg7k http://t.co/V7OG8q2uZz
640418609571893248,2015-09-06 06:57:49,"Quote of the day!

""Until the lions have their own historians, the history of the hunt will always glorify the hunter."""
640365928673378305,2015-09-06 03:28:29,Reading http://t.co/qFhFUMEwld
640018662326431744,2015-09-05 04:28:34,Nice to Know :-) http://t.co/5bZm1RCDJ4
639214163689107456,2015-09-02 23:11:47,"If I can spend my life reading books, that would be life worth spending.  What a wonderful book http://t.co/IC2lk38h3S"
639214163680731136,2015-09-02 23:11:47,"If I can spend my life reading books, that would be life worth spending.  What a wonderful book http://t.co/ywZBZa2xqA"
638531638561902592,2015-09-01 01:59:40,First art collection I bought from my own kids :-) http://t.co/3Prt2yoqHY
638531638083715072,2015-09-01 01:59:40,First art collection I bought from my own kids :-) http://t.co/1785SjAPmp
638505349490847744,2015-09-01 00:15:12,Reading ... http://t.co/rdul9sde6A
638133873935708160,2015-08-30 23:39:06,"Hierarchical databases and Cloud Clustering, this is how I spend my weekends :-("
637844388362612737,2015-08-30 04:28:47,Data Quality http://t.co/LeNWD249yy
637763988470824960,2015-08-29 23:09:18,@masood242 make a habit of reading x number of pages per day and then stick to it no matter what may come and then keep increasing the no
637518300910624768,2015-08-29 06:53:02,Now Reading ... http://t.co/8z1Tt6VUaq
637468594847268864,2015-08-29 03:35:31,Reading http://t.co/EzylsZ7Fzd
637435155062390784,2015-08-29 01:22:38,I am looking for a Publisher for my first fictional work (Novel). Let me know if anyone can connect me to someone who can guide me. Thx
637021657824006144,2015-08-27 21:59:33,"جس دھجی کو گلیوں میں لئے پھرتے ہیں طفلاں 
یہ میرا گریبان ہے کے لشکر کا علم ہے
 
فیض احمد فیض"
637021325043892225,2015-08-27 21:58:13,"نہ تن میں خون فراہم نہ اشک آنکھوں میں 
نماز شوق تو واجب ہے بے وضو ہی سہی 

فیض احمد فیض"
636894940128129025,2015-08-27 13:36:01,@thyla_tan yes
636769930386481152,2015-08-27 05:19:16,Working on Data Scientist Performance Plan for my team. http://t.co/nITENgHS3b
636648031027339265,2015-08-26 21:14:53,Good read http://t.co/EZwGseVwZF
636570955507175424,2015-08-26 16:08:37,@thyla_tan sure as far as you give proper credit
636428489017593857,2015-08-26 06:42:30,First Episode of Python Tutorial in Urdu in (Global Science) گلوبل سائنس - اردو زبان کا مقبول ترین سائنسی جریدہ... http://t.co/eZr743y1wn
636409870049148928,2015-08-26 05:28:31,"AWS Infographics, Awesome -... http://t.co/rcCPVVVsd7"
636362486669668357,2015-08-26 02:20:14,"Looking for a Technical Team Lead for Python. Ideally, Masters with data science background. Location Islamabad.... http://t.co/lUdqTy1pbu"
636338032715534336,2015-08-26 00:43:04,"کنویں کو معتبر ہمیشہ پیاس ہی بناتی ہے 

http://t.co/F5S1OKAPpk http://t.co/Cmj8oxKNBK"
636076686140817408,2015-08-25 07:24:34,"""Everyone has bad days, some get more than others, what we need to do is to make sure that we all don't get the... http://t.co/WViLrSqG5G"
636075533202292736,2015-08-25 07:19:59,"Just started but loving it, a book highly recommended by my CEO, finally something from him that makes sense :-)... http://t.co/SVx0CWARfP"
635892439690035200,2015-08-24 19:12:26,"عشق انسان کو قلندر سے علی کرتا ہے 
عشق پاگل نہیں ، پاگل کو ولی کرتا ہے"
635183400081424385,2015-08-22 20:14:58,"Let’s Save Global Science

Global Science is the oldest and largest circulated Science Magazine in Pakistan in... http://t.co/ixkpJYp0fr"
635137493424193540,2015-08-22 17:12:33,Making decisions on guts feelings in the age of big data should be a punishable offense.
634947214977011712,2015-08-22 04:36:27,The Best Book on Data I've Read So Far -... http://t.co/sLdAQLmNa4
634941494319796224,2015-08-22 04:13:43,"What a book, every human should read it -... http://t.co/V1nugRFjEp"
634930785288499201,2015-08-22 03:31:10,"Now days everyone who can spell ""Scientist"" and has the hallucination of knowing the ""Data"" becomes a Data Scientist."
634930354575376388,2015-08-22 03:29:27,"The most valuable of all education is the ability to make yourself do the thing you have to do, when it has to be... http://t.co/MFLjqzvuvH"
634629074149879808,2015-08-21 07:32:16,Clearly the best book of the month. Everyone should read it. http://t.co/vucLiNsEfb
634591651344875520,2015-08-21 05:03:34,Reading. http://t.co/Ju0Ybwfft6
634580548732612608,2015-08-21 04:19:27,"I love my team, when I disagree, I learn more."
634233397276119041,2015-08-20 05:20:00,Reading. A very basic intro though 󾆐 http://t.co/UCmCRrs0j2
633696416473346048,2015-08-18 17:46:13,A Must Read Guide for all Aspiring Data Scientists - http://t.co/MErLn6q7Uy
633464886127935488,2015-08-18 02:26:12,Skimming through ... http://t.co/YsHKvQSUs9
632974064894758913,2015-08-16 17:55:51,I met him couple of times. A very good man and a brave soldier. Inna lillahe wa inna Ilahe Rajiyun. http://t.co/NI1IxhTkGG
632612511116726272,2015-08-15 17:59:10,Reading to polish my database of few billion data points :-) http://t.co/Hze9f6iSwV
632293527897153536,2015-08-14 20:51:39,Safe School https://t.co/r4QlVoPCJ4
632190879164403713,2015-08-14 14:03:45,Long Live Pakistan - https://t.co/gJzwA4Hqx1 http://t.co/tisDzkPjYd
631965328050786304,2015-08-13 23:07:30,Reading ... http://t.co/ft6vcorXxx
631922919657095168,2015-08-13 20:18:59,"اے مادر گیتی تیری حیرت بھی بجا ہے
تیرے ہی نہ کام آیا تو سر کس کے لئیے تھا ؟"
631900133739864064,2015-08-13 18:48:26,Very good site about Forgotten Books - See the section on Free Self Help Books - http://t.co/T8GSsXJy27
631840447229480960,2015-08-13 14:51:16,Pakistan Zindabad http://t.co/5ZEGcAjRnU
631657969780854788,2015-08-13 02:46:10,Buraq Space Camp Needs Your Help. Please help us spread the message and donate - https://t.co/rd78I34Os7
631652049415901185,2015-08-13 02:22:38,30 Seminal Articles Every Data Scientist Should Read - http://t.co/FCBiakXT4Y
631547901332713473,2015-08-12 19:28:47,Reading http://t.co/biZPC1y0WS
631515691221258240,2015-08-12 17:20:48,New Look of Pakistan Body Count (PBC) - http://t.co/iJsbC9kGiD @PBCUpdate
631290814459555840,2015-08-12 02:27:13,"Data Science gets tricky when it comes to Politics, first you Predict, and then you need to make sure it does happen #Hillary2016 :-)"
631135321024032769,2015-08-11 16:09:21,10 Data Mining Algorithms in Plain English - http://t.co/GQRt0xjsCp
630581344494448640,2015-08-10 03:28:02,"It's not worth lodging the FIR in Pakistan, if your loss is less than 2.2 Million Rupees. Coming up my paper on ""Economics of Daketi""."
629845966863106048,2015-08-08 02:45:55,I am more hopeful about the future of Pakistan than ever after meeting @LodhiMaleeha - Intelligence at its best http://t.co/qZF5ZzcCl8
629681534887403520,2015-08-07 15:52:31,Had a wonderful meeting with Amb. Maleeha Lodhi http://t.co/gZcjrCn9RL
629428153879031808,2015-08-06 23:05:40,#SafeSchool Initiative at the UN HQ http://t.co/gTSoDlbhUi
629382364146196481,2015-08-06 20:03:43,RT @gbceducation: #SafeSchools Pakistan is underway! @PredictifyMe @zeeshanusmani speaks on using tech to save lives at #YouthAssembly http…
629332091478650880,2015-08-06 16:43:57,Let's do it... http://t.co/zuXrp2Vf7P
629269806223654913,2015-08-06 12:36:27,"Review of my Novel by dearest Dr. Muhammad Amjad Saqib - 

یہ کتاب چند سوالوں سے شروع ہوتی ہے اور چند سوالوں پہ... http://t.co/ohdhZIOD3y"
629063140458762240,2015-08-05 22:55:14,"Review of my Novel by Mustansir Hussain Tarrar Sb - Mustansar Hussain Tarar's readers world...

’’میرا بیٹا سلجوق... http://t.co/khCNn1yuM2"
628943339832913920,2015-08-05 14:59:12,"HR Manager | Job Description Karachi/Islamabad, Pakistan – August 5th 2015

Predictify.me is looking for full... http://t.co/3xhmW4z2sA"
628931990650290177,2015-08-05 14:14:06,عبدالعزیز : پاپا آپکے بستر میں مجھے کسی نے کاٹا ، ایسے اخلاق تو  کسی کیڑے کے ہی ہو سکتے ہیں
628737702767165440,2015-08-05 01:22:04,Very good read http://t.co/gzsJBtkZ6b
628602165616058368,2015-08-04 16:23:29,I will be speaking at UN Youth Assembly in New York on 6th insha Allah about using technology to mobilize youth... http://t.co/zOMXJWhYz7
628556424424112128,2015-08-04 13:21:44,Welcome back gift from my executive team. Love you guys http://t.co/1wuU1ME5t7
628213601522851840,2015-08-03 14:39:28,Jahaz Ka Safar - http://t.co/tVMD5BohIT
628212705674063872,2015-08-03 14:35:55,Jahaz Ka Safar - http://t.co/tVMD5BohIT http://t.co/wfXmw05vIg
627890255811600385,2015-08-02 17:14:37,"RT @anum_aquil: @zeeshanusmani 
میرے محسن ، استاد ، رھبر ڈاکٹر ذیشان کے نام 
ﻣﯿﺮﺍ ﮐﻤﺎﻝ, ﻣﯿﺮﺍ ہنر ﭘﻮﭼﮭﺘﮯ ﮬﯿﮟ ﻟﻮﮒ 
اک ﺑﺎﮐﻤﺎﻝ ﺷﺨﺺ مری ﺩﺳﺘﺮﺱ ﻣﯿ…"
627770051869954048,2015-08-02 09:16:58,Book worth reading ... http://t.co/mYERYIrdte
627648798353920000,2015-08-02 01:15:09,"مجھے مجھ سے ملاتی جا رہی ہے 
فقیری راس آتی جا رہی ہے"
627570894009954304,2015-08-01 20:05:35,Awesome Read ... http://t.co/U9wjDtxxpU
627435158757593088,2015-08-01 11:06:13,Maholiati Aloodgi - http://t.co/zPpCHsz5CJ http://t.co/XSkUgP3bj2
627435097017438208,2015-08-01 11:05:58,Maholiata Aloodgi - http://t.co/zPpCHsz5CJ http://t.co/197VtRr1Dk
627435028935483392,2015-08-01 11:05:42,Bada Admi - http://t.co/WGdn4tpADK http://t.co/e0CUoP2TxY
626949564294021121,2015-07-31 02:56:38,"""Everything is possible in Pakistan, if you don't worry about who will take the credit"" http://t.co/W28J4pRcKk"
626862341360091136,2015-07-30 21:10:03,"جب بھی ملتے ہو مسکراتے ہو 
اتنی خوشیاں کہاں سے لاتے ہو ؟"
626858460026695680,2015-07-30 20:54:37,"My new novel is published by Sang-e-Meel, please get your copy from the market :-) -... http://t.co/CaUIVXjE0v"
624851599135870977,2015-07-25 08:00:05,My recent novel got published by @sangemeel - http://t.co/QACejdoQmW http://t.co/W0a5gouAb7
616271486333153280,2015-07-01 15:45:46,"Hi Guys, I will be off social media for the rest of the Ramadhan. Have a wonderful blessed month and do keep me... http://t.co/aUvwzgNTYL"
615977793864642560,2015-06-30 20:18:45,"ہو نہ مایوس ریاضت کا صلہ ملتا ہے 
بندگی کرنے سے کہتے ہیں خدا ملتا ہے"
615495916028432384,2015-06-29 12:23:56,Molvi Sahib - http://t.co/3AFAUR6ftq
614438377409003520,2015-06-26 14:21:39,@jabranr thanks. Yes we have been using for a year now
613914610014359552,2015-06-25 03:40:23,Sometimes I read so much I feel like exploding :-). What a book http://t.co/HbrsVROQzb
613837798370447360,2015-06-24 22:35:10,A good edition http://t.co/xGxRKMJMGV
